Country/Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.86,2138.86,2370.71,2529.14,2696.71,2819.79,2776.93,2762.29,3696.71,4039.71,4037.29,3848.79,3765.57,3607.43,3369.93,3177.86,2960.0,2870.5,2656.64,2491.93,2383.43,2386.21,1336.07,897.86,781.64,672.79,550.14,432.14,411.93,390.0,367.14,269.21,271.5,258.5,223.79,196.79,166.57,144.07,115.79,76.5,64.07,56.93,51.14,44.21,40.0,38.21,43.71,45.57,50.29,52.86,60.71,68.0,73.0,79.93,83.21,87.21,89.93,91.14,90.07,88.43,83.36,83.36,80.5,82.0,78.64,74.57,72.5,72.29,72.5,73.36,71.07,69.36,89.21,88.86,85.93,82.29,81.07,75.64,71.5,68.43,63.93,55.57,50.36,45.29,42.0,39.5,14.21,12.29,11.36,10.64,8.21,7.29,6.5,5.5,5.79,7.0,6.64,5.57,5.71,5.21,5.64,6.07,6.43,6.93,6.79,6.64,6.29,7.5
Colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.21,0.64,0.64,0.93,1.57,2.43,3.86,4.64,6.64,7.29,9.07,13.93,16.43,19.71,26.79,32.93,34.43,37.57,41.86,47.71,53.14,60.07,69.43,75.64,81.36,86.43,89.57,93.0,100.14,113.14,123.71,138.14,150.07,148.14,146.71,148.07,145.71,148.0,155.14,145.21,164.79,171.29,169.21,164.43,167.0,172.0,173.79,185.93,196.07,212.14,221.57,233.86,254.79,274.71,276.86,285.43,318.86,328.79,349.64,369.29,382.36,406.0,429.71,451.64,480.21,507.36,515.0,546.71,564.71,594.43,594.43,623.43,633.86,648.57
Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.21,0.21,0.21,0.57,0.57,0.57,0.79,0.79,0.79,0.79,0.79,0.71,0.71,0.57,0.57,0.57,0.57,1.86,1.86,5.0
Congo (Brazzaville),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.21,0.21,0.21,0.21,0.29,0.29,0.29,0.29,0.29,0.29,1.29,1.29,1.29,1.29,1.36,1.36,1.36,3.0,2.93,2.93,2.93,4.0,4.0,4.0,2.93,2.93,2.93,7.0,6.79,8.64,8.64,7.0,8.21,8.57,10.07,9.0,10.0,10.0,10.0,10.0,10.5,6.43,7.36,6.14,6.14,6.14,5.43,5.07,5.57,5.57,5.29,5.29,5.29,9.5,9.0,9.0,12.21,11.57,11.57,11.57,12.57,13.14,11.14,14.64,13.93
Congo (Kinshasa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.14,0.14,0.21,0.29,1.0,1.29,1.64,2.14,2.57,3.21,3.36,3.57,3.5,4.5,4.5,5.64,6.79,7.5,8.57,8.29,9.36,8.86,8.93,9.64,9.43,9.21,11.71,11.29,12.07,11.0,10.21,10.36,9.5,10.93,10.93,12.36,12.21,12.14,12.79,14.07,12.79,13.79,14.86,16.0,16.43,16.93,21.79,22.64,26.21,24.79,25.0,25.36,31.29,34.71,38.79,37.21,39.21,40.36,45.07,48.43,47.86,49.57,55.79,55.79,61.14,66.0,66.71,69.43,72.0
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.36,0.64,0.64,0.93,1.57,1.64,1.86,1.93,2.5,2.93,3.57,4.93,6.29,8.29,9.21,10.64,12.0,13.43,14.93,17.14,19.21,20.5,21.07,21.86,23.21,23.36,23.36,22.71,22.86,22.07,21.86,21.5,22.0,21.07,20.14,20.07,20.14,19.36,17.93,17.57,16.64,15.71,14.71,13.93,13.29,12.79,10.5,9.21,8.29,7.14,6.07,6.21,6.21,5.5,5.43,5.57,5.64,5.71,6.14,5.71,5.64,6.14,6.21,6.93,7.43,7.07,7.29,7.93,8.43,8.57,8.86,8.86,9.07,9.71,9.86,9.86
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.36,0.43,0.64,0.64,1.0,1.0,1.79,5.21,5.64,6.79,7.14,7.14,11.71,11.93,12.43,13.14,13.21,14.93,16.5,17.64,21.29,19.71,21.71,24.86,24.5,30.86,29.21,32.71,32.79,32.0,32.86,33.57,39.71,41.86,37.43,40.5,40.57,40.0,45.21,38.86,41.14,38.43,38.93,42.86,44.36,46.07,40.07,39.36,41.79,39.14,40.29,40.5,37.5,42.14,39.29,40.43,48.14,48.14,49.71,48.86,49.93,50.79,49.07,49.21,51.07,52.14,52.79
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.21,0.36,0.43,0.5,0.5,0.64,0.71,0.71,0.79,0.86,0.86,0.86,0.93,1.14,1.14,1.93,2.29,3.0,3.57,4.0,5.07,6.79,8.36,13.86,17.29,21.64,26.29,30.21,34.0,39.57,44.21,47.43,52.36,57.29,63.0,64.71,67.93,65.71,66.29,64.79,64.29,64.36,65.14,64.93,62.64,63.36,61.43,59.79,55.57,55.71,52.5,50.43,49.21,47.07,44.71,43.36,41.0,36.71,34.43,30.71,27.79,24.5,22.93,20.36,19.36,18.29,16.07,15.71,14.57,12.07,10.29,10.86,11.43,11.21,11.21,11.43,10.79,10.36,9.79,9.71,9.29,9.07,8.57,8.21,8.0,5.86
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.29,0.29,0.29,0.29,0.36,0.5,0.79,1.14,1.5,2.5,2.86,3.43,4.07,4.57,5.43,8.21,9.64,11.86,12.93,14.64,15.86,18.07,19.07,20.36,22.14,24.86,28.57,32.0,34.57,35.79,37.86,39.71,41.43,43.0,44.93,46.71,49.86,51.07,52.64,52.93,52.29,51.43,51.5,51.21,50.0,47.36,47.93,46.64,45.64,43.86,44.64,43.86,41.5,39.14,36.71,35.29,32.57,29.79,28.36,28.14,26.21,24.5,23.5,21.64,17.93,15.93,15.21,14.43,14.07,12.79,12.5
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.43,0.43,1.0,1.86,1.86,2.36,3.29,3.5,4.79,4.79,6.0,6.79,8.14,8.64,9.0,10.0,10.57,10.93,13.43,14.07,15.43,19.36,20.64,23.5,24.43,25.07,24.93,26.43,28.14,29.86,30.93,31.21,29.93,30.86,30.93,28.21,27.07,25.29,23.93,22.93,21.93,20.71,18.86,16.5,14.93,13.86,13.14,11.43,10.14,9.14,8.21,7.64,7.36,7.5,7.29,6.71,6.64,6.71,6.21,5.86,5.79,5.64,4.71,4.43,4.07,3.79,3.57,3.14,3.07,2.86,2.79,2.43,2.57
Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.36,0.57,0.86,1.29,1.36,2.21,2.21,2.93,6.5,6.71,10.07,13.5,17.86,21.07,27.93,32.57,48.71,58.21,69.71,77.79,86.07,96.64,111.64,130.79,152.71,174.43,183.14,193.07,208.0,217.43,226.0,232.71,248.36,247.64,256.14,258.79,261.29,260.29,246.64,228.57,226.71,218.43,200.21,193.43,183.93,175.57,152.43,154.21,148.43,144.0,130.0,115.57,110.07,108.64,100.93,99.0,99.5,97.36,89.21,84.86,82.07,73.93,65.64,61.64,60.14,60.29,57.43,53.07,51.36,52.21,51.21,49.29,47.79,47.79,50.0,49.57,54.79,53.64,53.36,51.64,52.57
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.29,0.29,0.43,0.79,0.79,1.71,1.71,2.64,6.57,18.86,31.71,44.0,57.36,59.5,62.21,66.36,72.79,78.93,86.71,93.79,99.71,105.5,105.71,103.86,101.29,100.43,99.71,109.29,120.64,130.14,143.86,155.29,167.71,186.36,203.5,217.64,235.93,253.43,266.79,271.93,272.43,273.21,271.79,268.43,261.93,256.14,250.07,237.29,226.29,215.64,202.57,187.5,179.36,174.36,171.0,175.14,171.71,170.21,167.36,166.43,163.0,160.07,154.86,152.93,154.07,152.0,144.86,143.57,143.43,133.86,132.43,129.64,124.29,118.5,111.07,105.71,103.64,100.29,92.71,87.36,84.21,78.5,72.29
Diamond Princess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,4.36,4.57,9.64,9.64,12.5,12.5,15.57,20.36,25.36,32.43,38.71,44.36,45.29,40.93,40.93,44.79,39.71,39.71,37.86,37.86,34.79,30.0,25.0,17.93,11.71,6.07,5.14,5.14,5.14,1.07,1.07,1.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.79,0.79,0.86,1.0,1.29,1.29,2.14,2.29,2.79,3.43,3.5,4.14,6.21,6.21,8.86,8.86,9.86,12.36,14.0,20.0,23.79,28.71,39.36,48.79,48.71,56.21,54.0,61.07,59.93,60.79,60.64,58.64,57.79,52.64,50.64,45.86,35.57,26.07,27.14,19.0,19.29,12.5,10.71,10.5,9.71,12.93,13.36,13.71,13.14,13.64,13.93,15.14,15.64,20.64,28.71,35.57,50.29,65.29,81.07
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.5,0.79,0.79,0.79,0.79,0.79,0.86,0.86,0.86,0.86,1.0,0.93,0.93,0.93,0.57,0.29,0.36,0.36,0.36,0.36,0.29,0.29,0.29,0.29,0.14,0.14,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.36,0.36,0.36,0.36,0.36,0.36,0.79,0.71,0.71,1.43,1.43,2.36,5.0,7.86,14.07,17.14,21.93,27.64,34.5,41.14,50.57,60.57,63.57,77.71,90.21,96.14,101.14,98.29,110.21,113.07,117.43,122.79,132.93,145.64,145.71,150.57,161.86,155.5,166.43,169.64,188.43,203.36,209.64,224.0,220.57,227.79,228.14,223.5,226.21,226.29,223.29,223.57,217.0,229.79,225.86,231.64,233.86,233.64,245.43,250.5,253.71,259.07,282.57,300.86,310.07,320.29,324.57,310.57,317.93,323.71,311.43,320.71,338.79,333.57,325.86,329.5
Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.5,0.71,0.93,0.93,0.93,1.0,1.07,1.07,1.21,1.21,1.21,2.0,1.57,2.21,3.64,7.21,13.29,25.29,35.21,55.36,69.0,76.21,82.57,99.0,112.71,128.21,135.43,137.5,155.86,188.36,211.71,214.36,211.36,204.07,197.57,190.36,234.07,254.43,397.57,388.14,395.86,397.64,383.07,365.0,361.57,363.0,396.93,415.86,455.79,475.07,457.14,444.14,1111.29,1104.43,1089.5,1122.21,1189.64,1201.21,1193.5,1277.57,1317.29,1433.57,1553.79,1534.5,1502.21,1365.36,435.64,453.71,488.57,447.79,440.07,415.07,397.71,366.5,378.5,260.29,121.5,162.14,212.36,357.71,500.71
Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.07,0.14,1.0,1.0,3.43,3.86,4.14,4.21,4.71,5.64,7.71,7.71,10.57,13.86,13.86,18.07,19.29,19.93,19.86,22.21,24.5,28.29,30.57,32.57,33.36,35.64,36.14,36.71,41.64,43.5,50.0,55.43,60.43,68.29,74.86,78.86,86.0,89.86,97.36,104.0,109.57,117.14,123.29,129.14,132.79,140.14,140.79,143.64,145.71,149.93,156.57,164.14,170.0,176.36,185.14,192.29,197.36,204.57,217.93,225.79,237.21,248.57,265.07,280.64,292.14,313.14,331.79,347.57,354.57,360.79,368.79,378.0,380.93,394.71,411.71,425.07,448.79,474.36,501.57,522.14
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.21,0.21,0.36,0.64,0.93,0.93,1.36,1.71,2.14,2.29,2.29,2.86,3.21,3.79,4.21,4.71,5.21,6.0,6.43,7.43,7.07,7.21,7.64,8.36,9.07,8.79,9.36,9.57,9.93,10.64,10.5,10.29,10.5,11.21,11.14,12.36,13.29,14.0,15.57,16.5,17.64,18.29,20.64,24.07,25.86,28.29,31.79,33.43,36.43,42.21,45.36,46.64,47.14,51.21,56.14,58.5,60.57,61.29,65.07,67.0,67.5,70.21
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.29,0.43,0.43,0.43,0.43,0.64,0.64,0.64,0.86,0.86,0.86,0.79,0.79,0.79,0.79,0.64,0.71,0.71,0.71,0.5,0.5,0.64,0.43,0.43,0.43,0.64,0.64,2.07,2.57,2.57,4.5,4.5,4.5,4.5,4.79,4.71,4.71,14.0,17.14,16.93,16.93,19.57,18.86,18.86,16.86,16.86,16.86,16.86,16.57,25.36,25.36,16.07,12.93,12.93,12.93,8.86,14.79,19.14,19.93,19.93,19.93,28.86,36.43,32.21,33.14,37.21
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.29,0.43,0.43,0.43,0.86,0.86,1.07,1.07,1.57,1.57,2.0,2.0,2.14,2.14,2.07,1.93,2.0,2.0,1.57,1.57,1.36,1.43,0.93,0.93,0.71,0.71,0.57,0.57,0.43,0.43,0.36,0.36,0.36,0.36,0.36,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.21,0.71,0.71,0.71,0.71,0.86,1.14,1.07,5.57,8.14,12.14,14.57,15.93,18.29,18.86,19.5,21.14,22.57,24.43,25.5,27.71,37.29,35.43,37.86,36.29,36.43,37.14,37.21,42.21,48.43,52.36,55.07,54.0,55.71,55.79,47.79,48.79,47.07,45.0,44.07,44.86,44.36,41.14,35.57,33.79,30.79,30.5,28.79,26.71,27.5,24.79,23.64,23.86,22.5,20.5,19.0,18.21,16.79,13.36,12.29,12.0,11.36,11.0,9.14,8.57,7.0,6.86,6.71,6.14,6.07,4.93,5.14,5.07,5.29,5.79,5.71,5.79,5.71,5.86
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.29,0.29,0.29,0.29,0.43,0.64,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.36,0.43,0.43,0.57,0.43,0.21,0.21,0.36,0.43,0.43,0.43,0.5,0.5,0.93,0.93,1.0,1.5,1.36,1.36,1.71,3.14,3.21,3.57,4.0,5.43,6.0,6.43,6.14,6.43,6.57,6.29,6.57,8.71,8.79,7.64,8.07,7.86,8.07,6.86,6.21,6.0,6.71,6.5,6.36,6.36,6.71,4.79,4.71
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.36,0.36,0.43,0.43,0.64,0.64,0.79,0.79,0.86,0.86,0.86,1.07,1.07,1.43,1.29,1.5,1.64,1.64,1.86,2.07,2.29,2.36,2.86,3.07,3.14,3.5,3.79,3.57,3.64,4.0,4.0,4.5,4.36,4.79,4.64,4.79,4.43,4.36,4.29,3.71,3.79,3.71,3.57,3.14,3.21,2.79,2.64,2.0,1.93,2.07,2.21,3.29,5.36,5.5,6.29,8.29,9.0,9.64,9.5,10.07,11.0,12.36,13.0,15.14,15.71,16.21,14.86,17.07
Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.21,0.29,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.43,0.43,0.79,0.71,0.79,0.79,0.71,0.71,0.79,0.79,0.79,0.79,0.79,0.79,0.71,0.71,0.36,0.36,0.29,0.21,0.21,0.21,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.36,0.36,0.36,0.36,0.79,1.0,1.0,1.57,2.07,2.79,4.07,4.07,10.93,15.86,17.0,19.36,22.5,23.57,27.71,31.07,36.29,43.07,47.86,53.71,58.64,64.21,63.29,67.29,71.14,76.79,78.36,79.29,79.86,83.21,97.07,92.93,105.43,108.29,114.79,117.64,123.43,124.14,123.86,122.29,124.5,127.93,132.21,133.86,128.5,132.57,120.86,121.86,117.29,119.93,116.14,112.14,114.43,116.5,112.79,119.21,116.14,111.57,106.79,105.07,104.21,99.86,103.14,99.21,95.93,100.36,99.0,92.07,90.21,82.0,82.14,84.07,79.29,78.07,75.21,70.5,62.14,58.57,57.07
