Country/Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.57,0.57,1.29,1.93,3.0,4.0,6.43,8.14,15.29,19.14,24.07,26.71,35.0,46.5,46.0,80.79,95.79,155.21,154.14,188.86,209.86,282.93,362.86,450.5,509.79,601.5,670.43,731.79,797.07,842.07,908.36,902.07,980.14,993.21,1052.86,1053.71,1022.29,995.0,973.29,918.71,884.0,884.5,874.29,830.21,787.93,756.14,697.57,666.5,612.0,564.64,533.71,492.79,474.29,449.07,415.0,356.29,317.5,294.71,270.5,260.43,248.29,237.71,219.36,203.86,187.64,172.36,154.64,145.5,139.0,128.0,116.43,109.29,96.93,88.86,84.29,79.71,71.86,62.64,57.79,53.93,48.71,44.0,43.5,42.71,40.57,35.71
Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.36,0.36,0.36,0.36,0.64,0.71,0.71,0.71,1.14,1.14,1.14,1.29,1.29,1.29,1.0,1.0,1.0,1.43,1.14,1.07,1.36,1.64,1.21,1.57,1.57,1.43,1.43,1.64,1.64,1.64,1.64,1.21,1.29,1.29,1.0,0.71,0.71,0.43,0.43,0.36,0.36,0.14,0.21,0.21,0.36,0.36,0.29,0.29,0.29,0.36,0.36,0.43,0.5,1.0,1.0,1.0,0.93,0.93,0.86
Taiwan*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.07,0.93,1.0,1.0,0.93,0.71,0.71,0.64,0.57,0.57,0.71,0.86,0.79,0.86,0.57,0.71,0.64,0.71,0.86,0.93,1.0,1.0,1.14,1.5,1.43,1.36,1.43,1.36,1.43,1.36,1.36,1.21,1.07,1.14,1.14,1.21,1.14,1.0,1.36,1.86,2.5,4.14,4.57,6.43,7.71,8.86,10.71,12.0,13.36,14.5,15.5,16.43,17.07,17.07,17.5,16.36,16.5,15.21,14.43,13.86,12.71,11.5,10.29,9.14,8.21,7.29,6.43,6.21,5.07,4.71,4.0,3.36,3.07,4.07,3.5,3.5,3.36,3.36,3.29,3.14,2.93,2.57,2.57,2.43,2.43,2.43,2.43,1.14,1.14,0.93,0.93,0.93,0.86,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.57,0.29,0.14,0.14,0.07,0.0,0.07
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.07,5.43,9.14,16.43,20.93,27.07,32.93,37.29,43.71,43.71,47.21,52.07,57.21,63.71,78.79,89.0,99.71,107.07,117.36,125.79,134.93,144.93
Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.43,0.43,0.43,0.86,0.86,0.86,0.86,0.93,0.93,1.0,1.0,1.29,1.29,1.21,1.0,1.0,1.0,0.71,0.86,0.86,0.93,0.86,1.36,1.29,1.29,2.14,2.43,4.86,5.29,9.07,9.07,10.57,16.43,16.43,18.5,18.5,19.07,19.07,19.07,17.86,17.57,28.0,27.57,23.79,23.79,22.14,16.14,16.14,14.0,14.0,15.0,15.0,15.0,15.0,15.0,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,0.0
Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.57,1.43,1.79,1.71,1.71,1.36,1.36,1.36,1.0,1.0,1.07,1.14,0.71,0.71,0.71,0.71,0.21,0.21,0.21,0.29,0.5,0.5,0.57,0.64,0.57,0.57,0.57,0.57,0.86,0.93,1.07,1.07,1.07,1.14,1.36,2.14,2.43,2.86,5.14,7.43,9.57,12.07,16.07,19.57,25.79,39.21,47.93,55.29,62.5,69.64,75.79,83.07,91.0,98.36,105.29,111.36,114.5,118.29,118.29,112.14,107.07,102.21,102.5,98.43,95.5,90.93,83.07,75.36,68.71,62.29,56.93,51.57,47.57,42.57,40.86,39.5,32.64,29.71,31.0,27.79,26.5,25.14,23.21,21.71,20.14,18.57,16.64,14.57,13.93,12.64,11.64,10.93,6.64,6.93,6.21,6.0,5.64,5.0,4.57,4.64,4.21,4.21,3.14,3.21,3.21,3.21,2.64
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.21,0.36,0.5,1.21,1.21,1.21,1.29,1.5,1.57,1.57,1.57,1.57,1.57,1.57,1.43,1.29,1.14,0.43,0.43,0.43,0.36,0.14,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.57,1.07,1.07,1.21,1.36,1.57,1.57,1.71,1.71,1.71,2.07,2.36,2.5,2.71,2.21,1.79,2.0,2.86,3.21,3.36,3.57,3.64,3.64,3.64,3.36,3.07,3.21,3.0,3.07,3.07,2.86,1.86,1.5,1.29,1.07,1.0,1.43,1.57,1.5,1.57,2.0,2.5,2.86,2.79,2.86,3.0,3.0,2.86,3.36,3.93,4.07,5.43,5.93,7.14,7.86,8.71,10.0,12.5,12.64,14.57,15.0,15.14,15.64,15.57
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.36,0.5,0.64,0.64,3.5,3.57,3.64,4.07,4.29,4.64,4.71,5.14,5.43,5.57,5.86,5.93,6.07,6.36,3.86,3.86,3.86,3.57,3.36,3.14,3.07,2.71,2.5,2.21,1.86,1.71,1.43,1.14,0.79,0.71,0.64,0.57,0.57,0.43,0.43,0.21,0.14,0.21,0.21,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.14,0.14,0.36,0.5,0.5,1.14,1.29,1.29,1.43,1.71,2.0,2.71,3.79,4.21,5.21,6.21,7.79,11.86,13.57,15.07,18.57,21.0,20.86,26.43,28.14,29.71,31.5,35.21,35.64,36.21,36.36,32.5,31.86,31.71,29.07,28.21,29.57,25.21,25.5,26.21,26.36,22.21,21.79,20.57,18.64,20.07,19.64,17.93,18.14,17.29,17.21,16.29,14.29,12.29,9.57,10.36,9.57,9.57,9.86,8.29,7.71,7.71,6.64,5.93,4.64,4.07,3.71,2.71,2.64,2.0,1.71,1.79,1.57,1.43,1.43,1.29
Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.36,0.36,0.43,1.29,3.36,7.0,13.71,25.64,47.86,88.29,109.21,133.71,173.71,259.14,406.64,528.36,657.93,772.07,963.14,1112.93,1281.64,1468.71,1661.71,1845.21,2049.14,2302.64,2556.64,2760.93,2952.21,3197.5,3409.93,3587.29,3684.29,3836.64,4004.14,4116.07,4171.07,4231.21,4340.21,4391.57,4317.71,4250.57,4134.5,3971.86,3798.14,3658.0,3538.71,3442.64,3286.5,3131.86,3003.29,2838.5,2619.93,2421.43,2362.14,2280.79,2189.79,2095.86,2037.64,1965.0,1915.86,1823.21,1753.21,1718.93,1692.29,1670.71,1638.14,1580.29,1488.79,1416.21,1352.21
US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.64,0.64,0.43,0.43,0.5,0.5,0.57,0.43,0.36,0.36,0.14,0.14,0.14,0.14,0.29,0.29,0.29,2.86,2.79,3.21,3.21,3.36,3.93,4.36,6.07,7.5,9.71,14.71,18.0,27.71,36.0,38.36,65.07,87.71,114.93,151.5,190.07,247.29,325.93,451.36,545.14,966.36,1357.64,1799.79,2340.07,3091.0,3783.07,4611.36,5869.21,7127.21,8504.07,9812.43,11249.0,12981.07,14701.5,16447.14,18323.14,20244.79,21680.14,23032.5,24514.0,25915.0,27106.5,28206.0,28927.86,29600.21,29891.21,29964.14,30219.43,30283.79,30304.57,30254.5,30143.36,29885.07,29624.57,29406.93,28988.79,29179.43,29384.14,29319.43,29112.36,28922.29,28802.5,28674.5,28814.21,28567.79,28516.5,28261.93,28034.71,27784.29,27703.79,27040.79,26528.29,25962.5,25691.71,25485.29,25035.5,24882.14,24240.21,23948.64,23479.79,23423.79,23158.36,23037.29,22866.0,22643.43
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.64,0.64,1.0,1.0,1.64,2.14,2.36,2.36,3.14,3.14,3.21,3.43,3.36,3.64,3.07,3.07,2.79,2.79,2.14,1.64,1.5,1.5,0.79,0.79,0.71,0.57,0.5,0.21,0.29,0.64,0.71,1.5,1.57,1.57,1.79,1.79,1.71,1.86,2.0,2.07,2.36,2.43,2.93,2.64,2.64,1.93,1.86,2.93,3.0,3.0,3.57,4.14,5.5,8.43,9.93,9.86,10.79,11.57,11.71,4.21,5.29
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.21,0.5,0.93,0.93,1.07,2.0,3.29,5.14,5.14,6.86,10.29,13.93,21.93,25.21,33.71,38.64,45.07,55.71,62.93,74.5,84.14,88.21,89.0,97.5,108.79,121.14,135.21,153.93,164.43,182.43,194.79,212.14,233.14,256.43,277.21,295.79,313.64,333.07,351.71,377.0,388.86,401.0,417.14,421.93,431.29,435.86,446.07,442.79,450.36,461.71,472.93,469.43,470.86,465.79,467.71,470.36,472.5,474.21,472.36,468.5,460.07,462.07,460.5,455.57,448.93,441.36,431.86,429.64,425.21
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.36,0.5,0.5,0.57,0.57,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.43,0.36,0.36,0.36,0.36,0.79,0.93,0.86,0.86,1.29,1.29,1.43,1.43,2.29,2.29,2.29,4.36,4.36,5.14,4.71,4.57,5.5,5.5,5.07,6.14,7.93,7.93,7.71,7.71,10.93,12.43,18.5,17.71,22.86,27.36,33.71,36.64,40.43,50.07,63.14,80.29,96.57,117.57,134.14,150.79,166.14,189.79,211.07,233.43,253.79,279.29,304.93,325.07,342.93,359.86,342.64,355.86,370.64,385.43,398.5,411.86,422.93,434.07,444.71,451.29,460.5,468.86,475.43,481.14,521.21,527.29,533.21,531.21,535.71,534.57,536.57,543.14,560.64,574.21,591.5,604.07,614.5,628.07,644.86,656.79,675.71,705.07,733.29,761.29,792.79
UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.21,0.21,0.21,0.57,0.57,0.64,0.64,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.43,0.43,0.36,0.36,0.29,0.43,0.79,1.0,1.93,2.21,3.0,5.5,7.64,11.07,14.14,18.93,22.07,26.5,31.86,31.71,55.86,80.07,79.21,107.93,136.36,182.57,185.71,275.0,347.14,390.79,457.43,555.71,655.79,810.93,995.93,1154.86,1331.07,1493.0,1680.07,1944.5,2246.93,2476.79,2672.14,3049.36,3253.79,3413.21,3702.43,3861.43,4275.71,4468.71,4673.29,4794.07,4954.57,4972.71,4998.0,5077.14,5202.64,5195.43,5255.5,5301.64,5226.0,5241.0,5002.5,4978.21,4916.5,4912.71,4821.79,4782.71,4881.14,4922.57,4870.43,4762.14,4712.57,4719.36,4837.21,4909.36,4856.36,4782.57,4743.71,4713.14,4670.79,4610.29,4425.64,4237.07,4140.07,4082.36,3991.21,3849.64,3375.71,3162.07,3065.36
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.43,0.57,2.07,3.57,5.64,6.71,7.86,9.64,11.29,11.57,13.5,15.5,17.0,19.29,21.21,21.5,20.79,20.57,19.36,19.64,19.71,18.93,17.71,18.07,16.79,17.07,16.79,15.71,14.14,12.21,11.64,11.0,10.21,9.5,8.71,8.36,8.71,8.57,8.5,6.64,6.0,4.93,6.79,9.0,9.79,9.5,9.79,10.07,10.0,9.64,9.07,8.71,9.07,8.86,9.07,9.36,7.57,7.21,6.5,6.57,6.36,5.79,6.0,5.79,5.64,5.71,4.86,5.21,4.64,4.21
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.43,0.71,1.07,1.64,2.36,3.07,3.07,3.29,3.57,4.29,5.36,6.29,7.43,10.21,10.21,11.57,11.86,13.0,13.86,15.93,21.36,29.36,33.57,34.64,36.21,38.29,47.36,51.5,60.64,70.93,80.07,81.71,84.14,87.43,87.36,83.57,82.71,83.64,84.0,84.29,78.21,71.71,64.71,55.29,50.0,49.29,48.64,44.86,41.71,40.14,37.79,36.93,38.57,37.21,34.79,39.21,41.57,41.43,43.57,43.29,42.86,44.29,43.14,43.0,46.29,50.43,47.57,50.21
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.71,1.21,2.36,2.57,3.0,3.0,5.0,5.0,5.5,6.0,6.5,7.64,7.64,8.36,7.79,8.43,7.29,7.64,7.43,7.93,6.07,6.36,6.29,5.79,5.43,4.57,4.57,4.0,4.43,3.86,3.86,3.86,4.14,3.64,5.14,6.93,6.5,8.57,8.64,10.0,10.5,10.57,10.29,10.0,10.0,9.57,9.21,9.36,8.43,7.21,7.21,5.43,6.5,5.0,5.0,5.64,6.36,6.64,6.71,6.57,8.71,8.86,11.36,13.14,18.64,27.71,31.79,35.79,39.71
Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.57,0.79,0.79,0.86,0.93,0.93,1.0,1.0,0.71,0.71,0.57,0.57,0.57,0.43,0.43,0.21,0.21,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,1.0,1.07,1.57,1.64,2.21,2.64,2.86,3.21,3.57,4.21,4.93,5.36,5.43,5.93,6.64,7.36,7.36,8.14,8.29,8.64,9.43,10.14,10.43,10.21,10.57,10.43,10.43,9.14,8.71,8.21,7.86,7.29,6.71,6.0,5.29,4.43,3.86,3.5,2.5,2.21,2.0,1.93,1.64,1.36,1.21,0.93,0.93,0.86,0.57,0.36,0.29,0.21,0.14,0.14,0.14,0.21,0.21,0.21,0.21,1.43,1.29,1.29,1.29,1.29,1.29,1.29,3.0,3.14,3.43,3.5,3.79,3.79,3.79,2.57,2.57
West Bank and Gaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,1.14,1.14,1.36,1.86,2.14,2.14,2.21,2.5,2.71,2.71,2.79,2.93,2.86,2.86,2.29,2.57,2.86,2.36,2.07,3.86,4.29,4.5,5.07,5.57,5.71,6.64,8.36,10.5,12.07,13.21,13.93,14.43,14.57,12.79,12.57,12.14,11.57,11.21,11.79,11.21,9.5,8.07,6.86,5.86,5.36,4.86,5.14,5.21,5.21,5.29,5.07,4.93,4.21,3.79,3.57,3.29,2.86,2.43,2.36,3.0,2.79,2.79,2.5,2.36,2.36,2.36,2.29,2.21,2.21,1.57,1.64,2.0,1.86,1.43,1.71,3.43,3.43
Western Sahara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.43,0.64,0.64,0.79,1.5,1.71,1.71,2.36,2.36,3.57,3.93,4.57,4.57,5.64,7.07,8.0,8.43,8.43,10.36,11.36,12.29,12.5
Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.86,1.14,1.57,2.0,2.07,2.5,2.5,2.43,2.64,2.64,2.64,2.57,2.57,2.57,1.93,1.64,1.29,0.86,1.0,0.71,0.71,0.86,0.64,0.93,1.29,1.57,1.86,2.21,2.5,2.64,3.14,3.14,3.21,3.07,3.57,3.5,4.14,4.07,4.43,4.5,5.14,4.86,5.14,5.5,5.93,12.0,12.79,12.79,24.71,24.93,39.14,38.93,40.0,44.93,44.57,45.29,49.0,50.93,53.79
Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.21,0.21,0.21,0.21,0.21,0.36,0.5,0.5,0.5,0.57,0.57,0.64,0.57,0.43,0.43,0.5,0.57,0.57,0.57,0.57,0.5,0.5,0.71,0.64,1.07,1.0,1.07,1.14,1.14,1.07,1.21,1.21,1.21,1.14,1.21,1.21,1.07,1.07,0.64,1.21,1.14,0.64,0.64,0.64,0.43,0.43,0.43,0.36,0.29,0.36,0.29,0.29,0.36,-0.21,0.14,0.57,0.71,0.86,0.86,1.0,1.21,1.21
World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.29,2152.86,2389.29,2549.0,2716.57,2845.36,2801.71,2789.64,3723.86,4068.43,4070.86,3888.36,3812.64,3660.29,3428.86,3243.07,3030.57,2960.86,2772.0,2628.5,2543.14,2583.36,1598.43,1230.5,1212.93,1224.64,1217.71,1264.57,1391.5,1549.36,1784.79,1948.29,2204.57,2431.0,2729.79,3177.93,3447.21,4365.21,5007.79,5652.71,6524.79,7450.71,8553.79,10338.86,12175.57,14195.14,16228.57,18907.57,21405.14,24424.14,28479.64,32038.5,36075.29,39484.57,42940.21,47175.57,51295.5,55087.93,58861.43,62275.43,65194.36,67366.79,69867.36,72315.36,74027.14,76035.5,76802.71,79632.43,80167.79,79854.14,80195.57,81308.43,81690.43,81514.29,82217.43,82190.93,82329.14,81741.14,81592.93,81247.86,81766.29,79992.0,79896.93,80118.79,79752.79,78909.21,78969.14,79282.0,78995.86,79353.29,79546.07,80818.64,81236.79,81595.21,81633.5,81904.71,82412.86,83179.86,83909.36,84660.93,85484.93,86177.43,86206.5,87063.43,88200.07,88600.21,89764.71,90910.93
